words,POS
نانوايي,			Noun  
نانوای,			Noun  
نانځکه,			Noun  
نانګه,			Noun  
نانی,			Noun  
ناهوار,			Adjective  
ناهوسا,			Adjective  
ناهڅی,			Adjective  
ناوخته,			Adverb  
ناور,			Noun  
ناورين,			Noun  
ناوسه,			Adjective  
ناوکۍ,			Noun  
ناول,			Noun  
ناولده,			Adjective  
ناولی,			Adjective  
ناوه,			Noun  
ناويات,			Noun  
ناويت,			Noun  
ناوړه,			Adjective  
ناوې,			Noun  
ناوېسا,			Adjective  
ناياب,			Adjective  
نايب,			Noun  
نايب اللسطنه,			Noun  
نايجيريا,			Noun  
نايک,			Noun  
نايي,			Noun  
نايټروجن,			Noun  
نايڼه,			Noun  
ناټ,			Noun  
ناټک,			Noun  
ناټکه,			Adjective  
ناځواني,			Noun  
ناڅ,			Noun  
ناڅاپه,			Adverb  
ناڅاپي,			Adjective  
ناڅګر,			Noun  
ناړ,			Noun  
ناړک,			Adjective  
ناړن,			Adjective  
ناړه,			Noun  
ناړګوره,			Noun  
ناړۍ,			Noun  
ناړېجن,			Adjective  
ناښاد,			Adjective  
ناښنده,			Adjective  
ناښه,			Adjective  
ناښور,			Noun  
ناګاره,			Adjective  
ناګمانه,			Adjective  
ناګهان,			Adverb  
نبات پېژندنه,			Noun  
نباتي,			Adjective  
نبض,			Noun  
نبوت,			Noun  
نبوغ,			Noun  
نبوي,			Adjective  
نبي,			Noun  
نپټون,			Noun  
نتکۍ,			Noun  
نتل,			Verb  
نتلی,			Adjective  
نته,			Noun  
نتيجه,			Noun  
نثر,			Noun  
نجابت,			Noun  
نجات,			Noun  
نجار,			Noun  
نجاري,			Noun  
نجاست,			Noun  
نجتل,			Verb  
نجس,			Adjective  
نجل,			Noun  
نجلکۍ,			Noun  
نجلۍ,			Noun  
نجوم,			Noun  
نجومي,			Adjective  
نجونې,			Noun  
نجونې,			Noun  
نجيب,			Adjective  
نچه,			Noun  
نچور,			Adjective  
نچورول,			Verb  
نچول,			Verb  
نچوړ,			Adjective  
نحس,			Adjective  
نحو,			Noun  
نحوست,			Noun  
نخ,			Noun  
نخاس,			Noun  
نخچه,			Noun  
نخره,			Noun  
نخشه,			Noun  
نخود,			Noun  
نخودي,			Adjective  
نخولېدل,			Verb  
نخي,			Adjective  
نخښ,			Noun  
نخښه,			Noun  
ندا,			Noun  
نداپ,			Noun  
نداف,			Noun  
نذر,			Noun  
نذرانه,			Noun  
نر,			Adjective  
نرخ,			Noun  
نرخنامه,			Noun  
نرس,			Noun  
نرسنګ,			Noun  
نرسوی,			Adjective  
نرکټا,			Noun  
نرکښ,			Noun  
نرلوخ,			Noun  
نرم,			Adjective  
نرم طبيعت,			Adjective  
نرمول,			Verb  
نرمي,			Noun  
نرمۍ,			Noun  
نروب,			Adjective  
نروڅکی,			Adjective  
نرينه,			Noun  
نرښځی,			Noun  
نرګاړی,			Adjective  
نرګس,			Noun  
نرګوسه,			Noun  
نرګوښ,			Noun  
نری,			Adjective  
نری رنځ,			Noun  
نرۍ ملا,			Noun  
نزاع,			Noun  
نزاکت,			Noun  
نزله,			Noun  
نزول,			Noun  
نزولي,			Adjective  
نژاد,			Noun  
نژادي,			Adjective  
نژدې,			Adjective  
نس,			Noun  
نس پړسی,			Adjective  
نس خوږی,			Noun  
نس ناسته,			Noun  
نساجي,			Noun  
نسايي,			Adjective  
نسب,			Noun  
نسب نامه,			Noun  
نسبت,			Noun  
نسبي,			Adjective  
نسبيت,			Noun  
نسترن,			Noun  
نستعليق,			Noun  
نسته,			Verb  
نسج,			Noun  
نسخ,			Noun  
نسخه,			Noun  
نسرين,			Noun  
نسک,			Noun  
نسکور,			Adjective  
نسکورول,			Verb  
نسکورېدل,			Verb  
نسکير,			Noun  
نسل,			Noun  
نسل ګيري,			Noun  
نسوار,			Noun  
نسواري,			Adjective  
نسواري,			Noun  
نسور,			Adjective  
نسيم,			Noun  
نسيه,			Noun  
نشاسته,			Noun  
نشاط,			Noun  
نشان,			Noun  
نشانه,			Noun  
نشاني,			Noun  
نشايسته,			Noun  
نشأت,			Noun  
نشت,			Noun  
نشتر,			Noun  
نشتمن,			Adjective  
نشته,			Verb  
نشتوالی,			Noun  
نشتوکی,			Adjective  
نشر,			Noun  
نشرات,			Noun  
نشرول,			Verb  
نشريات,			Noun  
نشريه,			Noun  
نشمه,			Noun  
نشه,			Adjective  
نشو,			Noun  
نص,			Noun  
نصاب,			Noun  
نصارا,			Noun  
نصب النهار,			Noun  
نصوار,			Noun  
نصيحت,			Noun  
نطاق,			Noun  
نطفه,			Noun  
نطق,			Noun  
نظارت,			Noun  
نظافت,			Noun  
نظام,			Noun  
نظامي,			Adjective  
نظر,			Noun  
نظربند,			Adjective  
نظرمي,			Adjective  
نظريه,			Noun  
نظم,			Noun  
نظير,			Noun  
نعت,			Noun  
نعش,			Noun  
نعل,			Noun  
نعلبکی,			Noun  
نعلبند,			Noun  
نعمت,			Noun  
نغاره,			Noun  
نغاړکۍ,			Noun  
نغاړل,			Verb  
نغد,			Noun  
نغرل,			Verb  
نغری,			Noun  
نغم,			Noun  
نغمه,			Noun  
نغن,			Noun  
نغند,			Noun  
نغوتل,			Verb  
نغوته,			Noun  
نغول,			Noun  
نغوړ,			Noun  
نغوږل,			Verb  
نغړدل,			Verb  
نغښتل,			Verb  
نفاست,			Noun  
نفاق,			Noun  
نفت,			Noun  
نفتالين,			Noun  
نفخ,			Noun  
نفر,			Noun  
نفرت,			Noun  
نفرين,			Noun  
نفساني,			Adjective  
نفع,			Noun  
نفقه,			Noun  
نفوذ,			Noun  
نفوس,			Noun  
نفوسشمېرنه,			Noun  
نفي,			Noun  
نفيس,			Adjective  
نقاب,			Noun  
نقاد,			Noun  
نقاش,			Noun  
نقاشي,			Noun  
نقاضت,			Noun  
نقاهت,			Noun  
نقب,			Noun  
نقد,			Noun  
نقرس,			Noun  
نقره,			Noun  
نقش,			Noun  
نقشه,			Noun  
نقشه کشي,			Noun  
نقص,			Noun  
نقصان,			Noun  
نقصېه,			Noun  
نقطه,			Noun  
نقل,			Noun  
نقل,			Noun  
نقلول,			Verb  
نقليات,			Noun  
نقليه وسيلې,			Noun  
نقيض,			Adjective  
نکاح,			Noun  
نکاراګوا,			Noun  
نکاره,			Adjective  
نکته,			Noun  
نکرېزې,			Noun  
نکل,			Noun  
نکټايي,			Noun  
نل,			Noun  
نلکه,			Noun  
نله,			Noun  
نلګس,			Noun  
نلی,			Noun  
نلۍ,			Noun  
نم,			Noun  
نمانځل,			Verb  
نمانځنه,			Noun  
نمايش,			Noun  
نمايشي,			Adjective  
نمايشګاه,			Noun  
نماينده,			Noun  
نمايندګي,			Noun  
نمبر,			Noun  
نمجن,			Adjective  
نمر,			Noun  
نمره,			Noun  
نمري,			Noun  
نمرېيل,			Verb  
نمزدک,			Noun  
نمسی,			Noun  
نمک,			Noun  
نمک حرام,			Adjective  
نمک حلال,			Adjective  
نمکدان,			Noun  
نمله,			Noun  
نمناک,			Adjective  
نمنځل,			Verb  
نمو,			Noun  
نمود,			Noun  
نمونه,			Adjective  
نمونه,			Noun  
نمونوي,			Adjective  
نمونيا,			Noun  
نمونځ,			Noun  
نموږل,			Verb  
نمڅی,			Noun  
نمړل,			Verb  
نمړۍ,			Noun  
نن,			Adverb  
ننداپ,			Noun  
نندارتون,			Noun  
نندارچي,			Noun  
نندارغالی,			Noun  
ننداره,			Noun  
نندرور,			Noun  
ننکه,			Noun  
نننی,			Adjective  
ننه ايستل,			Verb  
ننواته,			Noun  
ننواتی,			Noun  
ننوب,			Noun  
ننوتل,			Verb  
ننول,			Verb  
ننوونی,			Noun  
ننځړه,			Noun  
ننږور,			Noun  
ننګ,			Noun  
ننګرهار,			Noun  
ننګه,			Noun  
ننګول,			Verb  
ننګوړی,			Noun  
ننګيالی,			Adjective  
ننګړی شپه,			Noun  
ننېدل,			Verb  
نه,			Adverb  
نه,			Adverb  
نه,			Numerical  
نه بدلېدونکی,			Adjective  
نه بېلېدونکی,			Adjective  
نهار,			Noun  
نهاری,			Noun  
نهام,			Adjective  
نهايت,			Adjective  
نهايي,			Adjective  
نهر,			Noun  
نهنګ,			Noun  
نهي,			Noun  
نهيل,			Adjective  
نهېل,			Noun  
نو,			Adverb  
نو,			Noun  
نواب,			Noun  
نوازش,			Noun  
نواړه,			Noun  
نواړی,			Noun  
نوبت,			Noun  
نوبتي,			Adjective  
نوبر,			Noun  
نوجن,			Adjective  
نوچک,			Noun  
نوخول,			Verb  
نور,			Adjective  
نور,			Noun  
نوربيا,			interjection  
نورزی,			Noun  
نورمال,			Adjective  
نوروز,			Noun  
نوزی,			Noun  
نوستل,			Verb  
نوسه,			Noun  
نوشادر,			Noun  
نوشته,			Noun  
نوع,			Noun  
نوغ,			Noun  
نوغی,			Noun  
نوک,			Noun  
نوکاره,			Noun  
نوکر,			Noun  
نوکراړی,			Noun  
نوکرکی,			Noun  
نوکريوال,			Noun  
نوکرځي,			Noun  
نوکری,			Noun  
نوکه,			Noun  
نوکی,			Noun  
نول,			Noun  
نول,			Noun  
نولجن,			Adjective  
نولس,			Numerical  
نولسم,			Adjective  
نولکی,			Adjective  
نولول,			Verb  
نولی,			Noun  
نولېدل,			Verb  
نوم,			Noun  
نوم ورکی,			Adjective  
نوماندی,			Adjective  
نومل,			Verb  
نوموړی,			Adjective  
نوميالی,			Adjective  
نومړ,			Adjective  
نومی,			Adjective  
نومېدل,			Verb  
نومېيل,			Verb  
نون,			Adjective  
نون,			Noun  
نونس,			Numerical  
نونسم,			Adjective  
نونکۍ,			Noun  
نونه,			Noun  
نونڅه,			Noun  
نوها,			Noun  
نووګری,			Noun  
نوي,			Numerical  
نويتوب,			Noun  
نويستونی,			Noun  
نويم,			Adjective  
نوټ,			Noun  
نوڅی,			Noun  
نوړول,			Verb  
نوږ,			Adjective  
نوږل,			Verb  
نوږي,			Noun  
نوښخ,			Noun  
نوګ,			Adjective  
نوی,			Adjective  
نوی,			Noun  
نوی نزی,			Adjective  
نویوالی,			Noun  
نوېلی,			Noun  
نيا,			Noun  
نيابت,			Noun  
نياز,			Noun  
نيالي,			Noun  
نيالګی,			Noun  
نياو,			Noun  
نيايي,			Noun  
نيپال,			Noun  
نيت,			Noun  
نيره,			Noun  
نيک,			Noun  
نيکل,			Noun  
نيکه,			Noun  
نيکوکاره,			Adjective  
نيکوټين,			Noun  
نيکټايي,			Noun  
نيل,			Noun  
نيل,			Noun  
نيل توتيا,			Noun  
نيلاتوته,			Noun  
نيلم,			Noun  
نيله,			Noun  
نيلوفر,			Noun  
نيلون,			Noun  
نيلي,			Adjective  
نيلی,			Noun  
نيلېدل,			Verb  
نيم,			Adjective  
نيم بند,			Adjective  
نيم تنه,			Noun  
نيم خام,			Adjective  
نيم سری,			Noun  
نيم منی,			Noun  
نيم ځانی,			Adjective  
نيمچه,			Adjective  
نيمروز,			Noun  
نيمرويه,			Adjective  
نيمزالی,			Adjective  
نيمکاره,			Adjective  
نيمکله,			Adjective  
نيمکښ,			Adjective  
نيمکښو,			Adjective  
نيمکۍ,			Noun  
نيمه,			Adjective  
نيمه خوا,			Adjective  
نيمه خوا,			Noun  
نيمه دايره,			Noun  
نيمه شپه,			Noun  
نيمه کره,			Noun  
نيمه لار,			Noun  
نيمه ورځ,			Noun  
نيموالی,			Noun  
نيمول,			Verb  
نيمڅی,			Noun  
نيمګور,			Adjective  
نيمګړتيا,			Noun  
نيمګړی,			Adjective  
نيمی,			Noun  
نيمېدل,			Verb  
نينک,			Noun  
نينکۍ,			Noun  
نينول,			Verb  
نينګل,			Verb  
نينې,			Noun  
نيهام,			Adjective  
نيوز,			Noun  
نيوزيلنډ,			Noun  
نيوکه,			Noun  
نيوکه,			Noun  
نيول,			Verb  
نيون,			Noun  
نيوونی,			Noun  
نيوټرون,			Noun  
نيي,			Adjective  
نيښتوی,			Noun  
نيښل,			Verb  
نيېل,			Adjective  
نټ,			Noun  
نټه,			Noun  
نڅا,			Noun  
نڅل,			Verb  
نڅول,			Verb  
نڅونکی,			Noun  
نڅوړ,			Adjective  
نڅوړول,			Verb  
نڅېدل,			Verb  
نړ,			Noun  
نړا,			Noun  
نړانده,			Noun  
نړک,			Noun  
نړل,			Verb  
نړول,			Verb  
نړيوال,			Adjective  
نړۍ,			Noun  
نړېدل,			Verb  
نږل,			Verb  
نږور,			Noun  
نږی,			Noun  
نښان,			Noun  
نښانه,			Noun  
نښاني,			Noun  
نښتر,			Noun  
نښتل,			Verb  
نښته,			Noun  
نښتېځل,			Verb  
نښلول,			Verb  
نښلېدل,			Verb  
نښه,			Noun  
نګاره,			Noun  
نګاسه,			Noun  
نګران,			Noun  
نګسی,			Noun  
نګه,			Adjective  
نګوبی,			Noun  
نګور,			Noun  
نګوس,			Noun  
نګولی,			Noun  
نګوړی,			Noun  
نګوښل,			Verb  
نګوښېدل,			Verb  
نی,			Noun  
نېچ,			Adjective  
نېچه,			Noun  
نېزه بازي,			Noun  
نېزوړی,			Noun  
نېستمن,			Adjective  
نېستول,			Verb  
نېستي,			Noun  
نېشنليزم,			Noun  
نېغ,			Adjective  
نېغول,			Verb  
نېک,			Adjective  
نېک نيتی,			Adjective  
نېکبخت,			Adjective  
نېکبختي,			Noun  
نېکخوی,			Adjective  
نېکر,			Noun  
نېکمرغه,			Adjective  
نېکمرغي,			Noun  
نېکنام,			Adjective  
نېکنامي,			Noun  
نېکنيټي,			Noun  
نېکي,			Noun  
نېټه,			Noun  
نېڅۍ,			Noun  
نېښتر,			Noun  
نېښي,			Adjective  
نېښي,			Noun  
ها,			Adverb  
ها,			interjection  
ها,			Noun  
ها,			proNoun  
هاتي,			Noun  
هادي,			Adjective  
هار,			Noun  
هارن,			Noun  
هاضمه,			Adjective  
هاغه,			proNoun  
هاکي,			Noun  
هالينډ,			Noun  
هاند,			Noun  
هانکانګ,			Noun  
هانډوراس,			Noun  
هانډۍ,			Noun  
هاها,			interjection  
هاوان,			Noun  
هاړ,			Noun  
هبه ډبه,			interjection  
هجا,			Noun  
هجران,			Noun  
هجرت,			Noun  
هجري,			Adjective  
هجو,			Noun  
هجوم,			Noun  
هجړا,			Noun  
هجړی,			Noun  
هدايت,			Noun  
هدر,			Adjective  
هدف,			Noun  
هديره,			Noun  
هديه,			Noun  
هذيان,			Noun  
هر,			Adjective  
هر,			Adverb  
هرات,			Noun  
هراس,			Noun  
هراند,			Adjective  
هرج ومرج,			Noun  
هرزه,			Adjective  
هرزه واښه,			Noun  
هرکاره,			Adjective  
هرکاره,			Noun  
هرکلی,			Noun  
هرکی,			Noun  
هرم,			Noun  
هرومرو,			Adverb  
هريړه,			Noun  
هريړه,			Noun  
هرګز,			Adverb  
هرګوره,			Adverb  
هرڼۍ,			Noun  
هزاره,			Noun  
هژدات,			Noun  
هسپانيه,			Noun  
هسته,			Noun  
هستوګنه,			Noun  
هستوګنځی,			Noun  
هستوګه,			Noun  
هستي,			Noun  
هسک,			Adjective  
هسک,			Noun  
هسکوالی,			Noun  
هسکول,			Verb  
هسکېدل,			Verb  
هسکېرلی,			Adjective  
هشه,			interjection  
هشګوڼی,			Adjective  
هضم,			Noun  
هضمول,			Verb  
هضمېدل,			Verb  
هغسې,			Adverb  
هغلته,			Adverb  
هغه,			proNoun  
هغه دغه,			proNoun  
هغومره,			Adverb  
هغونه,			Adverb  
هغوي,			proNoun  
هفته,			Noun  
هک پک,			Adjective  
هک دک,			Adjective  
هکله,			Adverb  
هکټار,			Noun  
هل,			Noun  
هلاک,			Adjective  
هلاکت,			Noun  
هلال,			Noun  
هلته,			proNoun  
هلته کې,			proNoun  
هلک,			Adjective  
هلک,			Noun  
هلکت,			Noun  
هلکتوب,			Noun  
هلکوټی,			Noun  
هلکينه,			Noun  
هلکی,			Noun  
هلم,			Noun  
هلمند,			Noun  
هله,			Adverb  
هله,			interjection  
هله ګوله,			Noun  
هلهله,			Noun  
هلواک,			Adjective  
هليکوپتر,			Noun  
هليکوپتره,			Noun  
هلۍ,			interjection  
هلې,			proNoun  
هلې بلې,			Noun  
هلې ځلې,			Noun  
هم,			Adverb  
هم مرکز,			Adjective  
هم مسلک,			Noun  
هما,			Noun  
هماغسې,			Adverb  
هماغلته,			proNoun  
هماغه,			proNoun  
هماغومره,			Adverb  
همالته,			proNoun  
هماليا,			Noun  
هماهنګ,			Adjective  
همت,			Noun  
همتناک,			Adjective  
همجنس,			Adjective  
همدا,			proNoun  
همداچې,			Adverb  
همدارنګه,			Adverb  
همداسې,			Adverb  
همداشان,			Adverb  
همدردي,			Noun  
همدغسې,			Adverb  
همدغلته,			proNoun  
همدغه,			proNoun  
همدغومره,			Adverb  
همدلته,			proNoun  
همدومره,			Adverb  
همراز,			Adjective  
همرنګه,			Adjective  
همزمان,			Adjective  
همزولی,			Adjective  
همسا,			Noun  
همسايه,			Noun  
همسايه توب,			Noun  
همسايګي,			Noun  
همسفر,			Noun  
همشکل,			Adjective  
همصنفي,			Noun  
همغسې,			Adverb  
همغلته,			proNoun  
همغه,			proNoun  
همفکره,			Adjective  
همقده,			Adjective  
همکار,			Noun  
همکاري,			Noun  
همنژاد,			Adjective  
همنوع,			Adjective  
همنومی,			Noun  
هموزن,			Adjective  
هموطن,			Adjective  
همياني,			Noun  
هميش,			Adverb  
هميشه,			Adverb  
همځولی,			Adjective  
همېل,			Noun  
هنجه,			Noun  
هنجی,			Noun  
هند,			Noun  
هنداره,			Noun  
هندسه,			Noun  
هندسي,			Adjective  
هندکو,			Noun  
هنده,			Adjective  
هنده,			Noun  
هندو,			Noun  
هندواروپايي,			Adjective  
هندوانه,			Noun  
هندواڼۍ,			Noun  
هندوچين,			Noun  
هندوستان,			Noun  
هندوستاني,			Adjective  
هندوکش,			Noun  
هندوه,			Noun  
هندوييزم,			Noun  
هندي,			Adjective  
هنر,			Noun  
هنرمن,			Adjective  
هنري,			Adjective  
هنس,			Noun  
هنک,			Noun  
هنکی,			Noun  
هنډه,			Noun  
هنډه,			Noun  
هنګري,			Noun  
هنګېدل,			Verb  
هه,			interjection  
هو,			Adverb  
هو,			interjection  
هو,			interjection  
هوابازي,			Noun  
هواخوري,			Noun  
هوار,			Adjective  
هواره,			Noun  
هواروالی,			Noun  
هوارول,			Verb  
هوارېدل,			Verb  
هوانورد,			Noun  
هوايي,			Adjective  
هوبله,			Noun  
هوبي,			Adjective  
هوتک,			Noun  
هوده,			Noun  
هور,			Noun  
هورا,			interjection  
هوري,			proNoun  
هورې,			proNoun  
هوس,			Noun  
هوسا,			Adjective  
هوساينه,			Noun  
هوسايي,			Noun  
هوسۍ,			Noun  
هوغه,			proNoun  
هوک,			Adjective  
هوک پوک,			Adjective  
هوکلۍ,			Noun  
هوکه,			Adjective  
هوکه,			Noun  
هوکړه,			Noun  
هوکی,			Noun  
هوکې,			Adverb  
هول,			Noun  
هولکي,			Adjective  
هومره,			Adverb  
هويت,			Noun  
هويه,			Noun  
هوټل,			Noun  
هوټي,			Noun  
هوډ,			Noun  
هوډه,			Noun  
هوډي,			Adjective  
هوږه,			Noun  
هوښ,			Noun  
هوښيار,			Adjective  
هوښيارتوب,			Noun  
هوښيارتيا,			Noun  
هوښياري,			Noun  
هوښيارېدل,			Verb  
هوګه,			Noun  
هوڼا,			Noun  
هوۍ,			Noun  
هيأت,			Noun  
هيأت,			Noun  
هيپنوټيزم,			Noun  
هيجان,			Noun  
هيجاني,			Adjective  
هيچا,			Adverb  
هيچيرته,			Adverb  
هيچېرې,			Adverb  
هيداد,			Noun  
هيزه,			Adjective  
هيسته,			Adverb  
هيله,			Noun  
هيهات,			interjection  
هيولا,			Noun  
هيڅ,			Adjective  
هيڅ يو,			Adverb  
هيڅکله,			Adverb  
هيڅوک,			Adverb  
هيډروجن,			Noun  
هيډرولوجي,			Noun  
هټۍ,			Noun  
هڅه,			Noun  
هډ,			Noun  
هډبند,			Noun  
هډتړ,			Noun  
هډماتي,			Noun  
هډماتی,			Noun  
هډه,			Noun  
هډو,			Adverb  
هډور,			Adjective  
هډوکی,			Noun  
هډي,			Noun  
هړ,			Noun  
هړاند,			Adjective  
هړپۍ,			Noun  
هړيسه,			Adjective  
هښمه,			Noun  
هګ,			Noun  
هګۍ,			Noun  
هڼ,			Noun  
هڼېدل,			Verb  
هی,			interjection  
هی کول,			Verb  
هې,			Adverb  
هې,			interjection  
هېر,			Adjective  
هېرجن,			Adjective  
هېرندوکی,			Adjective  
هېره,			Noun  
هېرو,			Noun  
هېرول,			Verb  
هېرړی,			Noun  
هېرېدل,			Verb  
هېل,			Noun  
هېليوم,			Noun  
هېلۍ,			Noun  
هېموګلوبين,			Noun  
هېواد,			Noun  
هېوادنی,			Adjective  
هېوادوال,			Noun  
هېړ,			Noun  
هېښ,			Adjective  
هېښمه,			Noun  
هېښه,			Noun  
وا,			interjection  
وا,			interjection  
واپس,			Adverb  
وات,			Noun  
واج,			Noun  
واجب,			Adjective  
واجبي,			Adjective  
واحد,			Adjective  
واحه,			Noun  
واخ,			interjection  
واده,			Noun  
وادي,			Noun  
وارپه وار,			Adverb  
وارتل,			Verb  
وارث,			Noun  
وارخطا,			Adjective  
وارخطايي,			Noun  
وارد,			Adjective  
واردات,			Noun  
وارده اوصادره,			Noun  
واردواره,			Adverb  
واردول,			Verb  
واضع,			Noun  
واعظ,			Noun  
وافر,			Adjective  
واقع,			Adjective  
واقع بيني,			Noun  
واقعات,			Noun  
واقعأ,			Adverb  
واقعه,			Noun  
واقعي,			Adjective  
واقعيت,			Noun  
واقف,			Adjective  
واک,			Noun  
واک لرونکي,			Noun  
واکداره,			Adjective  
واکسين,			Noun  
واکسيناسيون,			Noun  
واکمن,			Noun  
واکوال,			Noun  
وال,			Noun  
وال,			suffix  
وال ساکټ,			Noun  
والا,			suffix  
والاحضرت,			Adjective  
والاشان,			Adjective  
والده,			Noun  
والدين,			Noun  
والسلام,			idiom  
والله,			idiom  
واله,			Noun  
واله,			suffix  
والي,			Noun  
واليبال,			Noun  
والګی,			Noun  
والی,			Noun  
والی,			suffix  
وان,			suffix  
وانمځه,			Noun  
وانګي,			Adjective  
واه,			interjection  
واهمه,			Noun  
واو,			Noun  
واوا,			interjection  
واورا,			Noun  
واوره,			Noun  
واوره,			Verb  
واوره ڼی,			Noun  
واورين,			Adjective  
واويلا,			Noun  
وايرنګ,			Noun  
وايسرا,			Noun  
وايه,			Noun  
واټ,			Noun  
واټن,			Noun  
واټی,			Noun  
واګه,			Noun  
واګون,			Noun  
واګڼ,			Adjective  
واڼه,			Noun  
وای,			interjection  
وبال,			Noun  
وبره,			Noun  
وبلته,			Adverb  
وبله,			Adverb  
وبښه,			Noun  
وپا,			Noun  
وپار,			Noun  
وپره,			Adjective  
وت,			Noun  
وتر,			Noun  
وتره,			Noun  
وتل,			Verb  
وتلی,			Adjective  
وتنه,			Noun  
وثيقه,			Noun  
وجدان,			Noun  
وجود,			Noun  
وجوه,			Noun  
وجيبه,			Noun  
وجيزه,			Noun  
وچ,			Adjective  
وچ په وچه,			Adverb  
وچ سترګی,			Adjective  
وچ ميږن,			Adjective  
وچت,			Noun  
وچتوب,			Noun  
وچتيا,			Noun  
وچغاړی,			Adjective  
وچغاړی,			Adjective  
وچکالي,			Noun  
وچکول,			Noun  
وچکي,			Noun  
وچموری,			Adjective  
وچنه,			Noun  
وچوالی,			Noun  
وچوبه,			Noun  
وچوبی,			Noun  
وچوکي,			Noun  
وچول,			Adverb  
وچولی,			Noun  
وچوونی,			Noun  
وچړ,			Adjective  
وحدانيت,			Noun  
وحدت,			Noun  
وحشت,			Noun  
وحشتناک,			Adjective  
وحشي,			Adjective  
وحی,			Noun  
وخ,			interjection  
وخامت,			Noun  
وخت ناوخت,			Adjective  
وختي,			Adjective  
وختيني,			Adjective  
وخيم,			Adjective  
وداع,			Noun  
ودان,			Adjective  
ودانول,			Verb  
وداني,			Noun  
ودانښت,			Noun  
ودنه,			Noun  
وده,			Noun  
ودول,			Verb  
وديدل,			Verb  
وديعه,			Noun  
ور,			Noun  
ور,			suffix  
ورا,			Adverb  
ورا,			Noun  
وراباڼی,			Noun  
وراثت,			Noun  
وراره,			Noun  
وراره,			Noun  
وراشه,			Noun  
وران,			Adjective  
ورانکار,			Adjective  
ورانکاري,			Noun  
ورانکاری,			Adjective  
ورانوالی,			Noun  
ورانول,			Verb  
وراني,			Noun  
ورانيدل,			Verb  
ورانښت,			Noun  
وربشه,			Noun  
وربشينه,			Noun  
وربل,			Noun  
وربوز,			Noun  
ورپسې,			Adverb  
ورپورک,			Noun  
ورته,			Adjective  
ورته,			Noun  
ورته والی,			Noun  
ورتول,			Verb  
ورتی,			Adjective  
ورجي,			Noun  
ورچنې,			Adverb  
ورچيني,			Adverb  
ورخ,			Noun  
ورخاړی,			Noun  
ورخيزه,			Noun  
ورخيمځه,			Noun  
ورخيړه,			Noun  
ورخړ,			Noun  
وردګ,			Noun  
وررول,			Verb  
ورزش,			Noun  
ورزشکاره,			Noun  
ورزشي,			Adjective  
ورزل,			Verb  
ورزو,			Noun  
ورزول,			Verb  
ورزول,			Verb  
ورزړ,			Noun  
ورژل,			Verb  
ورستنی,			Adjective  
ورسته,			Adverb  
ورستو,			Adverb  
ورستول,			Verb  
ورستيدل,			Verb  
ورسک,			Noun  
ورسۍ,			Noun  
ورشو,			Noun  
ورغ,			Noun  
ورغالی,			Noun  
ورغاڼی,			Noun  
ورغستل,			Verb  
ورغستلي,			Adjective  
ورغومی,			Noun  
ورغوی,			Noun  
ورغړ,			Noun  
ورغړی,			Noun  
ورقه,			Noun  
ورک,			Adjective  
ورکاوی,			Noun  
ورکشاپ,			Noun  
ورکمانی,			Adjective  
ورکنومی,			Adjective  
ورکه,			Noun  
ورکول,			Verb  
ورکول,			Verb  
ورکړه,			Noun  
ورله,			Adjective  
ورلښتی,			Noun  
ورم,			Noun  
ورمارګه,			Noun  
ورميږ,			Noun  
ورنداره,			Noun  
ورنس,			Noun  
ورنکی,			Noun  
ورنيکه,			Noun  
ورنډه,			Noun  
ورنګی,			Noun  
ورهول,			Verb  
ورهڼه,			Noun  
ورهېدل,			Verb  
ورو,			Adjective  
ورور,			Noun  
ورورکی,			Noun  
وروري,			Noun  
ورورګلوي,			Noun  
وروست,			Adjective  
وروستاړی,			Noun  
وروستنی,			Adjective  
وروسته,			Adverb  
وروسته پاتې,			Adjective  
وروسته والی,			Noun  
وروستوالی,			Noun  
وروستی,			Adjective  
ورون,			Noun  
وروورو,			Adverb  
وروځه,			Noun  
وروڼه,			Noun  
وريا,			Adjective  
وريا,			Noun  
وريت,			Adjective  
وريتول,			Verb  
وريتېدل,			Verb  
وريد,			Noun  
وريژي,			Noun  
ورين,			Adjective  
ورينګي,			Noun  
وريښکه,			Noun  
ورټ,			Noun  
ورټک,			Noun  
ورځ,			Noun  
ورځپاڼه,			Noun  
ورځچاری,			Noun  
ورځنی,			Adjective  
ورځه,			Noun  
ورږ,			Noun  
ورږه,			Noun  
ورښ,			Noun  
ورښتی,			Noun  
ورښکۍ,			Noun  
ورګ,			Noun  
ورګ,			Noun  
ورګه,			Noun  
ورګه,			Noun  
ورګينه,			Noun  
ورګډی,			Adjective  
ورڼی,			Noun  
وری,			Noun  
ورۍ,			Noun  
ورېجې,			Noun  
ورېدل,			Verb  
ورېره,			Noun  
ورېرونه,			Noun  
ورېژون,			Noun  
ورېسل,			Verb  
ورېشپر,			Noun  
ورېشل,			Verb  
ورېشون,			Noun  
ورېغ,			Noun  
ورېنداره,			Noun  
ورېځ,			Noun  
ورېښکۍ,			Noun  
ورېښکۍ,			Noun  
ورېښم,			Noun  
ورېښمين,			Adjective  
وز,			Noun  
وزارت,			Noun  
وزله,			Noun  
وزم,			Noun  
وزن,			Noun  
وزه,			Noun  
وزير,			Noun  
وزير,			Noun  
وزيی,			Adjective  
